Probe,chromosome,chrStart,Gene,normOrder,ID,genomeOrderNew,Search_Key,Transcript,Source_Reference_ID,RefSeq_ID,gcProbeStart,Entrez_Gene_ID
ILMN_2711366,15,95050368,NELL2,15995,20401,20401,ILMN_219122,ILMN_219122,NM_016743.2,NM_016743.2,2120444720,54003
ILMN_2711401,,,3200002M19RIK,1790,25216,25124,ILMN_184438,ILMN_247516,NM_027532.3,NM_027532.3,0,75430
ILMN_2711410,3,88198366,PMF1,18863,4052,4052,ILMN_219624,ILMN_219624,NM_025928.3,NM_025928.3,467323356,67037
ILMN_2711432,17,38204836,OLFR130,16891,22174,22174,ILMN_219625,ILMN_219625,NM_146487.1,NM_146487.1,2265668312,258480
ILMN_2711442,4,41704400,GALT,10988,5092,5092,ILMN_190343,ILMN_190343,NM_016658.2,NM_016658.2,580434173,14430
ILMN_2711452,16,88825554,KRTAP14,13662,21317,21317,ILMN_219626,ILMN_219626,NM_013707.2,NM_013707.2,2217819880,23927
ILMN_2711461,7,26489815,TGFB1,23210,9702,9702,ILMN_219627,ILMN_219627,NM_011577.1,NM_011577.1,1023079004,21803
ILMN_2711499,2,87865540,OLFR1161,16765,2359,2359,ILMN_219630,ILMN_219630,NM_146848.1,NM_146848.1,285130972,258845
ILMN_2711523,6,27235819,GRM8,11789,8063,8063,ILMN_189926,ILMN_242836,NM_008174.2,NM_008174.2,874257971,14823
ILMN_2711532,3,90067788,4632407F12RIK,1854,4158,4158,ILMN_210723,ILMN_210723,scl0002003.1_281,XM_110709.2,469192778,
ILMN_2711551,20,34623998,RPL39,20571,24328,24328,ILMN_219633,ILMN_219633,NM_026055.1,NM_026055.1,2509689586,67248
ILMN_2711562,19,24369716,PIP5K1B,18628,23737,23737,ILMN_219634,ILMN_219634,NM_008846.2,NM_008846.2,2438047874,18719
ILMN_2711570,3,90195467,INTS3,6334,4162,4162,ILMN_209955,ILMN_209955,NM_145540.2,NM_145540.2,469320457,229543
ILMN_2711608,8,112485728,MARVELD3,14761,12410,12410,ILMN_213009,ILMN_239833,NM_212447.1,NM_212447.1,1261616470,73608
ILMN_2711615,1,40351701,IL1R1,12851,214,214,ILMN_217023,ILMN_217023,scl18036.15.1_285,NM_008362.1,40351701,
ILMN_2711651,1,169260517,4930403O06RIK,2032,1163,1163,ILMN_219639,ILMN_219639,scl068944.7_1,NM_026881.1,169260517,
ILMN_2711663,18,9858961,COLEC12,7648,22666,22666,ILMN_211425,ILMN_211425,NM_130449.1,NM_130449.1,2332700088,140792
ILMN_2711676,18,13068398,OSBPL1A,17863,22687,22687,ILMN_215509,ILMN_215509,NM_207530.2,NM_207530.2,2335909525,64291
ILMN_2711688,12,113858310,ADSSL1,3843,17773,17773,ILMN_210075,ILMN_210075,NM_007421.1,NM_007421.1,1771614014,11565
ILMN_2711705,6,85897527,DUSP11,9347,8590,8590,ILMN_214107,ILMN_214107,NM_028099.2,NM_028099.2,932919679,72102
ILMN_2711714,3,94933671,SCNM1,20893,4272,4272,ILMN_219642,ILMN_219642,scl21849.6.80_71,,474058661,
ILMN_2711734,19,3909023,NDUFS8,15956,23273,23273,ILMN_219645,ILMN_219645,NM_144870.4,NM_144870.4,2417587181,225887
ILMN_2711743,2,149235910,CST10,7998,3099,3099,ILMN_219646,ILMN_219646,NM_021405.2,NM_021405.2,346501342,58214
ILMN_2711754,9,35015481,FOXRED1,10715,12889,12889,ILMN_215419,ILMN_215419,NM_172291.1,NM_172291.1,1316477902,235169
ILMN_2711772,5,140182788,MICALL2,3296,7795,7795,ILMN_192730,ILMN_251810,NM_174850.2,NM_174850.2,834570681,231830
ILMN_2711782,5,64741164,TBC1D1,22933,6866,6866,ILMN_193696,ILMN_251192,NM_019636.2,NM_019636.2,759129057,57915
ILMN_2711788,2,85882075,OLFR1033,16667,2265,2265,ILMN_219648,ILMN_219648,NM_146578.2,NM_146578.2,283147507,258571
ILMN_2711839,14,70706358,SLC39A14,21743,19437,19437,ILMN_219651,ILMN_219651,NM_144808.4,NM_144808.4,1970800846,213053
ILMN_2711884,5,144325335,2810453I06RIK,1666,7868,7868,ILMN_219657,ILMN_219657,NM_133703.3,NM_133703.3,838713228,67238
ILMN_2711892,2,60086247,39879,5114,2033,2033,ILMN_189005,ILMN_225884,NM_020575.2,NM_020575.2,257351679,57438
ILMN_2711910,4,88168042,IFNB1,12712,5409,5409,ILMN_219659,ILMN_219659,NM_010510.1,NM_010510.1,626897815,15977
ILMN_2711948,8,124405177,LOC100047619,21831,12545,12545,ILMN_219663,ILMN_313920,XR_033736.1,XR_033736.1,1273535919,100047619
ILMN_2711955,18,37563287,PCDHB9,18199,22886,22886,ILMN_219664,ILMN_219664,NM_053134.3,NM_053134.3,2360404414,93880
ILMN_2711966,,,MRPL1,15352,25196,25546,ILMN_219665,ILMN_219665,scl0094061.1_118,NM_053158.1,0,
ILMN_2711978,6,128198015,TEAD4,23130,9039,9039,ILMN_192395,ILMN_192395,scl28368.14.1_120,,975220167,
ILMN_2711999,2,89279526,OLFR1240,16833,2420,2420,ILMN_199404,ILMN_199404,NM_146808.1,NM_146808.1,286544958,258804
ILMN_2712007,3,94146249,THEM5,23264,4243,4243,ILMN_219668,ILMN_219668,NM_025416.2,NM_025416.2,473271239,66198
ILMN_2712018,4,40883477,BAG1,5271,5064,5064,ILMN_219670,ILMN_219670,NM_009736.1,NM_009736.1,579613250,12017
ILMN_2712044,11,24073050,BCL11A,5808,15197,15197,ILMN_187478,ILMN_228019,NM_016707.2,NM_016707.2,1559814898,14025
ILMN_2712053,7,56664167,5330421F07RIK,2462,10216,10216,ILMN_209106,ILMN_209106,NM_175272.2,NM_175272.2,1053253356,78286
ILMN_2712064,16,16309491,YARS2,968,20774,20774,ILMN_219672,ILMN_219672,NM_198246.1,NM_198246.1,2145303817,70120
ILMN_2712066,4,148524164,PGD,18465,6291,6291,ILMN_219673,ILMN_219673,scl0110208.1_282,NM_025801.1,687253937,
ILMN_2712075,2,32241263,LCN2,13772,1833,1833,ILMN_219674,ILMN_219674,NM_008491.1,NM_008491.1,229506695,16819
ILMN_2712120,3,90418228,S100A6,20759,4177,4177,ILMN_219678,ILMN_219678,NM_011313.2,NM_011313.2,469543218,20200
ILMN_2712129,7,137836153,TACC2,22823,11189,11189,ILMN_219679,ILMN_219679,NM_021314.4,NM_021314.4,1134425342,57752
ILMN_2712159,4,89361344,DMRTA1,9054,5436,5436,ILMN_219683,ILMN_219683,NM_175647.3,NM_175647.3,628091117,242523
ILMN_2712196,7,29957290,GGN,11147,9817,9817,ILMN_219687,ILMN_219687,NM_182694.2,NM_182694.2,1026546479,243897
ILMN_2712258,2,74359765,LNP,13959,2143,2143,ILMN_191743,ILMN_261681,NM_027133.2,NM_027133.2,271625197,69605
ILMN_2712280,11,98442770,ORMDL3,17858,16442,16442,ILMN_219693,ILMN_219693,NM_025661.3,NM_025661.3,1634184618,66612
ILMN_2712305,18,60718264,DCTN4,8726,23045,23045,ILMN_212786,ILMN_212786,NM_026302.3,NM_026302.3,2383559391,67665
ILMN_2712316,3,117022688,D3BWG0562E,8486,4617,4617,ILMN_219697,ILMN_219697,NM_177664.4,NM_177664.4,496147678,229791
ILMN_2712332,4,34584213,RARS2,19961,5030,5030,ILMN_219698,ILMN_219698,NM_181406.2,NM_181406.2,573313986,109093
ILMN_2712393,7,120711643,FAR1,1809,10937,10937,ILMN_219704,ILMN_230610,NM_026143.2,NM_026143.2,1117300832,67420
ILMN_2712419,11,82718472,NLE1,5450,16144,16144,ILMN_218700,ILMN_239279,NM_145431.1,NM_145431.1,1618460320,217011
ILMN_2712427,9,59240618,ARIH1,4628,13254,13254,ILMN_188202,ILMN_258382,NM_019927.1,NM_019927.1,1340703039,23806
ILMN_2712454,2,35935045,MORN5,506,1916,1916,ILMN_210545,ILMN_245096,NM_029309.2,NM_029309.2,233200477,75495
ILMN_2712480,13,61260747,CTSR,8078,18406,18406,ILMN_219709,ILMN_219709,NM_020284.1,NM_020284.1,1840410981,56835
ILMN_2712519,2,90105679,OLFR1271,16862,2452,2452,ILMN_199405,ILMN_199405,NM_146793.1,NM_146793.1,287371111,258789
ILMN_2712557,7,73233805,H47,12012,10278,10278,ILMN_214073,ILMN_214073,NM_024439.3,NM_024439.3,1069822994,109815
ILMN_2712578,5,66416278,RBM47,5414,6893,6893,ILMN_218273,ILMN_218273,NM_178446.2,NM_178446.2,760804171,245945
ILMN_2712584,10,105279709,CCDC59,6668,14673,14673,ILMN_212729,ILMN_212729,NM_025602.3,NM_025602.3,1510858302,52713
ILMN_2712631,17,85021346,PLEKHH2,18814,22585,22585,ILMN_219717,ILMN_219717,NM_177606.3,NM_177606.3,2312484822,213556
ILMN_2712634,1,52523739,NAB1,15759,267,267,ILMN_210731,ILMN_210731,NM_008667.2,NM_008667.2,52523739,17936
ILMN_2712635,1,52523736,NAB1,15760,266,266,ILMN_210731,ILMN_210731,NM_008667.2,NM_008667.2,52523736,17936
ILMN_2712642,18,60938106,RPS14,20604,23050,23050,ILMN_219718,ILMN_219718,NM_020600.3,NM_020600.3,2383779233,20044
ILMN_2712668,9,108934598,PFKFB4,6214,13680,13680,ILMN_219719,ILMN_219719,NM_173019.5,NM_173019.5,1390397019,270198
ILMN_2712675,4,115429071,4732418C07RIK,1886,5637,5637,ILMN_215708,ILMN_215708,NM_172698.2,NM_172698.2,654158844,230648
ILMN_2712685,20,99711031,PHKA1,18523,24712,24712,ILMN_219720,ILMN_219720,NM_173021.3,NM_173021.3,2574776619,18679
ILMN_2712697,15,83210146,PACSIN2,18003,20277,20277,ILMN_186813,ILMN_259376,NM_011862.2,NM_011862.2,2108604498,23970
ILMN_2712703,2,151799452,FAM110A,2493,3126,3126,ILMN_219721,ILMN_219721,NM_028666.2,NM_028666.2,349064884,73847
ILMN_2712740,15,99330211,FAIM2,10290,20490,20490,ILMN_219724,ILMN_219724,scl072393.1_30,NM_028224.2,2124724563,
ILMN_2712756,7,116985360,PHXR5,18547,10898,10898,ILMN_216291,ILMN_327634,XR_035722.1,XR_035722.1,1113574549,18690
ILMN_2712792,15,79248566,CSNK1E,7972,20159,20159,ILMN_212404,ILMN_212404,NM_013767.5,NM_013767.5,2104642918,27373
ILMN_2712867,11,118162612,TIMP2,23338,16915,16915,ILMN_219729,ILMN_219729,NM_011594.3,NM_011594.3,1653904460,21858
ILMN_2712873,15,82984133,CYB5R3,8161,20271,20271,ILMN_213414,ILMN_213414,NM_029787.2,NM_029787.2,2108378485,109754
ILMN_2712878,5,35430218,DOK7,3283,6750,6750,ILMN_219730,ILMN_219730,NM_172708.3,NM_172708.3,729818111,231134
ILMN_2712900,3,108230780,SARS,20803,4560,4560,ILMN_196123,ILMN_261458,NM_011319.2,NM_011319.2,487355770,20226
ILMN_2712936,14,44740888,4930503E14RIK,2121,19014,19014,ILMN_219735,ILMN_219735,NM_029131.2,NM_029131.2,1944835376,74954
ILMN_2712949,6,134400328,LRP6,14370,9143,9143,ILMN_219736,ILMN_219736,NM_008514.1,NM_008514.1,981422480,16974
ILMN_2712957,2,181390285,PRPF6,1423,3623,3623,ILMN_219737,ILMN_219737,NM_133701.2,NM_133701.2,378655717,68879
ILMN_2712976,8,71562135,SLC18A1,21529,11870,11870,ILMN_219739,ILMN_219739,NM_153054.2,NM_153054.2,1220692877,110877
ILMN_2712986,,,CHI3L3,7201,25493,25401,ILMN_213884,ILMN_213884,scl012655.1_87,,0,
ILMN_2712994,5,23688506,NUPL2,16522,6559,6559,ILMN_193280,ILMN_225508,NM_153092.3,NM_153092.3,718076399,231042
ILMN_2713004,3,151939043,C030011O14RIK,6128,4836,4836,ILMN_191032,ILMN_191032,scl21389.13_163,,531064033,
ILMN_2713039,15,5162056,TTC33,1685,19654,19654,ILMN_211412,ILMN_211412,NM_026213.3,NM_026213.3,2030556408,67515
ILMN_2713055,15,74547426,PSCA,19437,19955,19955,ILMN_219740,ILMN_219740,NM_028216.1,NM_028216.1,2099941778,72373
ILMN_2713060,16,20702982,FAM131A,1707,20896,20896,ILMN_219741,ILMN_219741,NM_133778.2,NM_133778.2,2149697308,78408
ILMN_2713071,19,10139210,FADS2,10278,23537,23537,ILMN_195902,ILMN_195902,scl52762.14_136,,2423817368,
ILMN_2713130,2,172840872,RAE1,19882,3518,3518,ILMN_219745,ILMN_219745,NM_175112.4,NM_175112.4,370106304,66679
ILMN_2713160,3,116191924,RTCD1,20685,4603,4603,ILMN_219747,ILMN_219747,NM_025517.2,NM_025517.2,495316914,66368
ILMN_2713164,1,182828557,LEFTY2,9538,1348,1348,ILMN_219748,ILMN_219748,NM_177099.3,NM_177099.3,182828557,320202
ILMN_2713173,20,160367127,AP1S2,4416,25043,25043,ILMN_193384,ILMN_235444,NM_026887.2,NM_026887.2,2635432715,108012
ILMN_2713231,11,77268887,SSH2,22431,16020,16020,ILMN_191578,ILMN_251932,NM_177710.3,NM_177710.3,1613010735,237860
ILMN_2713240,6,132906948,TAS2R131,22915,9137,9137,ILMN_219754,ILMN_219754,NM_207030.1,NM_207030.1,979929100,387356
ILMN_2713285,20,54046293,FHL1,10540,24452,24452,ILMN_219757,ILMN_240873,NM_001077361.1,NM_001077361.1,2529111881,14199
ILMN_2713305,1,173394551,F11R,10218,1228,1228,ILMN_219759,ILMN_219759,NM_172647.2,NM_172647.2,173394551,16456
ILMN_2713332,10,62871368,DNAJC12,9103,14229,14229,ILMN_215271,ILMN_215271,NM_013888.2,NM_013888.2,1468449961,30045
ILMN_2713353,19,4137121,CABP4,6371,23298,23298,ILMN_219764,ILMN_219764,NM_144532.2,NM_144532.2,2417815279,73660
ILMN_2713354,19,4137119,CABP4,6372,23297,23297,ILMN_219764,ILMN_219764,NM_144532.2,NM_144532.2,2417815277,73660
ILMN_2713396,10,105202283,BC067068,5768,14671,14671,ILMN_219768,ILMN_219768,NM_207522.1,NM_207522.1,1510780876,216292
ILMN_2713401,15,38918552,CTHRC1,8036,19808,19808,ILMN_219769,ILMN_236806,NM_026778.2,NM_026778.2,2064312904,68588
ILMN_2713419,6,39286534,SLC37A3,21728,8159,8159,ILMN_219771,ILMN_219771,NM_028123.2,NM_028123.2,886308686,72144
ILMN_2713463,2,23858702,HNMT,12334,1578,1578,ILMN_219773,ILMN_219773,NM_080462.2,NM_080462.2,221124134,140483
ILMN_2713464,14,54888630,ABHD4,3478,19164,19164,ILMN_219774,ILMN_219774,NM_134076.1,NM_134076.1,1954983118,105501
ILMN_2713471,7,128200832,METTL9,14996,11025,11025,ILMN_219776,ILMN_219776,NM_021554.2,NM_021554.2,1124790021,59052
ILMN_2713491,13,23713676,HIST1H1E,12228,18021,18021,ILMN_219779,ILMN_249974,NM_015787.2,NM_015787.2,1802863910,50709
ILMN_2713507,11,75670512,RPH3AL,20533,15991,15991,ILMN_219780,ILMN_219780,NM_029548.1,NM_029548.1,1611412360,380714
ILMN_2713538,14,70874930,BMP1,5948,19444,19444,ILMN_217705,ILMN_217705,NM_009755.2,NM_009755.2,1970969418,12153
ILMN_2713557,5,108550929,LOC100046567,1837,7208,7208,ILMN_219786,ILMN_310051,XM_001476475.1,XM_001476475.1,802938822,100046567
ILMN_2713566,4,40971551,NFX1,16075,5067,5067,ILMN_219787,ILMN_219787,NM_023739.3,NM_023739.3,579701324,74164
ILMN_2713586,17,25919785,HAGHL,12028,21727,21727,ILMN_193566,ILMN_193566,scl50175.2.2489_38,,2253383261,
ILMN_2713593,7,109703062,OLFR549,17403,10614,10614,ILMN_219789,ILMN_219789,NM_147101.1,NM_147101.1,1106292251,259105
ILMN_2713638,8,119657059,BCMO1,5851,12491,12491,ILMN_219793,ILMN_219793,NM_021486.2,NM_021486.2,1268787801,63857
ILMN_2713664,6,133800005,KAP,13210,9140,9140,ILMN_219795,ILMN_219795,NM_010594.2,NM_010594.2,980822157,16483
ILMN_2713673,15,31519635,CMBL,1059,19755,19755,ILMN_219796,ILMN_219796,NM_181588.3,NM_181588.3,2056913987,69574
ILMN_2713686,11,96803736,PNPO,18904,16379,16379,ILMN_216152,ILMN_216152,NM_134021.2,NM_134021.2,1632545584,103711
ILMN_2713714,11,76845292,SLC6A4,21813,16018,16018,ILMN_219799,ILMN_219799,NM_010484.1,NM_010484.1,1612587140,15567
ILMN_2713763,7,106960867,NEU3,16010,10544,10544,ILMN_219804,ILMN_219804,NM_016720.2,NM_016720.2,1103550056,50877
ILMN_2713769,12,88031832,VASH1,10870,17536,17536,ILMN_213535,ILMN_213535,NM_177354.3,NM_177354.3,1745787536,238328
ILMN_2713826,17,54101207,SULT1C1,22649,22364,22364,ILMN_219810,ILMN_219810,NM_018751.2,NM_018751.2,2281564683,20888
ILMN_2713835,5,23889653,NOS3,16234,6564,6564,ILMN_219811,ILMN_219811,NM_008713.3,NM_008713.3,718277546,18127
ILMN_2713841,1,55134941,HSPD1,12569,294,294,ILMN_213620,ILMN_213620,NM_010477.3,NM_010477.3,55134941,15510
ILMN_2713866,3,157307566,PTGER3,19555,4869,4869,ILMN_219812,ILMN_219812,NM_011196.2,NM_011196.2,536432556,19218
ILMN_2713872,8,108455520,PSKH1,5093,12334,12334,ILMN_219814,ILMN_219814,NM_173432.2,NM_173432.2,1257586262,244631
ILMN_2713879,2,37655114,DENND1A,2635,1964,1964,ILMN_219815,ILMN_219815,NM_146122.2,NM_146122.2,234920546,227801
ILMN_2713898,17,35818746,DDR1,8762,22070,22070,ILMN_219438,ILMN_219438,NM_007584.2,NM_007584.2,2263282222,12305
ILMN_2713960,7,86957654,MESP2,14975,10352,10352,ILMN_219820,ILMN_219820,NM_008589.2,NM_008589.2,1083546843,17293
ILMN_2713969,11,61326287,B9D1,10052,15645,15645,ILMN_219821,ILMN_219821,NM_013717.2,NM_013717.2,1597068135,27078
ILMN_2713977,7,134585939,ZFP689,2357,11130,11130,ILMN_214780,ILMN_214780,NM_175163.2,NM_175163.2,1131175128,71131
ILMN_2714026,1,123346191,CCDC93,1877,789,789,ILMN_194215,ILMN_243752,NM_027567.2,NM_027567.2,123346191,70829
ILMN_2714031,4,150242644,ERRFI1,362,6320,6320,ILMN_190042,ILMN_246139,NM_133753.1,NM_133753.1,688972417,74155
ILMN_2714040,20,47362607,OLFR1323,16913,24404,24404,ILMN_219825,ILMN_219825,NM_146390.1,NM_146390.1,2522428195,258385
ILMN_2714064,3,104573616,7530404M11RIK,2781,4463,4463,ILMN_194587,ILMN_227609,NM_183224.2,NM_183224.2,483698606,329731
ILMN_2714073,4,125826206,FAM176B,1409,5868,5868,ILMN_219826,ILMN_219826,NM_172145.3,NM_172145.3,664555979,230752
ILMN_2714080,7,109923888,OLFR561,17418,10636,10636,ILMN_219827,ILMN_219827,NM_147092.1,NM_147092.1,1106513077,259096
ILMN_2714128,7,110752815,OLFR619,17463,10678,10678,ILMN_219831,ILMN_240264,NM_147076.1,NM_147076.1,1107342004,259080
ILMN_2714138,2,139659580,TASP1,2111,3021,3021,ILMN_219832,ILMN_219832,NM_175225.3,NM_175225.3,336925012,75812
ILMN_2714195,5,87754491,UGT2A3,24395,7002,7002,ILMN_219838,ILMN_219838,NM_028094.2,NM_028094.2,782142384,72094
ILMN_2714209,5,5581179,A330021E22RIK,3129,6473,6473,ILMN_212595,ILMN_212595,NM_172447.2,NM_172447.2,699969072,207686
ILMN_2714222,13,41278405,ELOVL2,9916,18185,18185,ILMN_219840,ILMN_219840,NM_019423.1,NM_019423.1,1820428639,54326
ILMN_2714252,2,55447685,KCNJ3,13292,2018,2018,ILMN_189363,ILMN_239456,NM_008426.1,NM_008426.1,252713117,16519
ILMN_2714278,5,24218104,2810046M22RIK,1598,6591,6591,ILMN_219843,ILMN_219843,scl0269633.1_325,NM_026621.1,718605997,
ILMN_2714290,16,44162856,NAT13,14614,21110,21110,ILMN_219844,ILMN_219844,NM_028108.3,NM_028108.3,2173157182,72117
ILMN_2714323,2,89684358,OLFR48,17333,2435,2435,ILMN_219846,ILMN_247757,NM_010990.1,NM_010990.1,286949790,18347
ILMN_2714330,3,15386668,SIRPB1,3044,3674,3674,ILMN_219847,ILMN_219847,NM_178792.2,NM_178792.2,394511658,320832
ILMN_2714360,1,196781687,CD34,6843,1452,1452,ILMN_219848,ILMN_219848,NM_133654.1,NM_133654.1,196781687,12490
ILMN_2714372,1,36575874,CNNM3,7526,167,167,ILMN_191849,ILMN_259092,NM_053186.2,NM_053186.2,36575874,94218
ILMN_2714385,12,66232618,FANCM,6325,17297,17297,ILMN_189505,ILMN_243937,NM_178912.3,NM_178912.3,1723988322,104806
ILMN_2714397,1,74442725,CTDSP1,8023,463,463,ILMN_212383,ILMN_212383,NM_153088.1,NM_153088.1,74442725,227292
ILMN_2714406,6,50602712,NPVF,20195,8311,8311,ILMN_219850,ILMN_219850,NM_021892.1,NM_021892.1,897624864,60531
ILMN_2714442,11,53241520,UQCRQ,442,15457,15457,ILMN_219853,ILMN_219853,NM_025352.1,NM_025352.1,1588983368,22272
ILMN_2714455,7,144386967,EBF3,9544,11256,11256,ILMN_219856,ILMN_219856,NM_010096.2,NM_010096.2,1140976156,13593
ILMN_2714480,18,20501367,DSG1A,9291,22707,22707,ILMN_219858,ILMN_245817,XM_904434.2,XM_904434.2,2343342494,13510
ILMN_2714500,4,128293212,TLR12,23395,5916,5916,ILMN_219861,ILMN_219861,NM_205823.2,NM_205823.2,667022985,384059
ILMN_2714522,2,89367724,OLFR1243,16836,2423,2423,ILMN_219863,ILMN_219863,NM_146969.1,NM_146969.1,286633156,258971
ILMN_2714534,9,64033656,MAP2K1,14654,13294,13294,ILMN_219864,ILMN_219864,NM_008927.3,NM_008927.3,1345496077,26395
ILMN_2714539,7,104371996,GAB2,10890,10494,10494,ILMN_214632,ILMN_214632,NM_010248.1,NM_010248.1,1100961185,14389
ILMN_2714548,5,144255454,DAGLB,9494,7863,7863,ILMN_216504,ILMN_216504,NM_144915.3,NM_144915.3,838643347,231871
ILMN_2714565,12,25398704,RRM2,20661,17136,17136,ILMN_187520,ILMN_187520,scl3591.1.1_204,,1683154408,
ILMN_2714579,9,100858677,STAG1,22488,13548,13548,ILMN_216336,ILMN_216336,NM_009282.3,NM_009282.3,1382321098,20842
ILMN_2714589,7,82259833,SV2B,22697,10321,10321,ILMN_219866,ILMN_219866,NM_153579.3,NM_153579.3,1078849022,64176
ILMN_2714629,6,28392358,PAX4,18118,8067,8067,ILMN_219870,ILMN_219870,NM_011038.1,NM_011038.1,875414510,18506
ILMN_2714638,2,128627827,MERTK,14971,2903,2903,ILMN_192790,ILMN_248670,NM_008587.1,NM_008587.1,325893259,17289
ILMN_2714678,9,65393883,PIF1,3964,13319,13319,ILMN_219875,ILMN_219875,NM_172453.1,NM_172453.1,1346856304,208084
ILMN_2714749,7,93867575,FOLH1,10643,10445,10445,ILMN_219882,ILMN_219882,NM_016770.2,NM_016770.2,1090456764,53320
ILMN_2714796,7,133843445,CORO1A,7713,11092,11092,ILMN_219885,ILMN_219885,NM_009898.2,NM_009898.2,1130432634,12721
ILMN_2714817,4,139226112,TAS1R2,22889,6170,6170,ILMN_219887,ILMN_219887,NM_031873.1,NM_031873.1,677955885,83770
ILMN_2714822,10,42548944,SEC63,21005,14089,14089,ILMN_195233,ILMN_246134,NM_153055.2,NM_153055.2,1448127537,140740
ILMN_2714849,11,104025145,CRHR1,7851,16668,16668,ILMN_216186,ILMN_216186,NM_007762.4,NM_007762.4,1639766993,12921
ILMN_2714855,,,SENP6,21066,25440,25348,ILMN_212151,ILMN_212151,scl0003463.1_14,,0,
ILMN_2714874,5,4197509,ENSMUSG00000053178,2252,6468,6468,ILMN_219891,ILMN_239237,NM_001042670.1,NM_001042670.1,698585402,208595
ILMN_2714918,3,87972133,MEF2D,14950,4028,4028,ILMN_219895,ILMN_219895,NM_133665.3,NM_133665.3,467097123,17261
ILMN_2714936,1,120229787,MKI67IP,15134,765,765,ILMN_185434,ILMN_252386,NM_026472.3,NM_026472.3,120229787,67949
ILMN_2714956,8,61392353,BC030500,5590,11837,11837,ILMN_219897,ILMN_219897,NM_173411.1,NM_173411.1,1210523095,234290
ILMN_2714997,9,50433032,PIH1D2,1538,13145,13145,ILMN_219901,ILMN_219901,NM_028300.1,NM_028300.1,1331895453,72614
ILMN_2715003,11,51604926,SAR1B,20799,15435,15435,ILMN_219902,ILMN_219902,NM_025535.1,NM_025535.1,1587346774,66397
ILMN_2715042,4,130382073,SDC3,20933,5978,5978,ILMN_219906,ILMN_219906,NM_011520.3,NM_011520.3,669111846,20970
ILMN_2715057,9,24066275,NPSR1,16298,12837,12837,ILMN_219907,ILMN_219907,NM_175678.2,NM_175678.2,1305528696,319239
ILMN_2715058,9,24120313,NPSR1,16297,12839,12839,ILMN_219907,ILMN_219907,NM_175678.3,NM_175678.3,1305582734,319239
ILMN_2715114,17,40901871,CRISP2,7866,22189,22189,ILMN_219913,ILMN_219913,NM_009420.1,NM_009420.1,2268365347,22024
ILMN_2715150,2,80498983,NUP35,16502,2204,2204,ILMN_185066,ILMN_235745,NM_027091.2,NM_027091.2,277764415,69482
ILMN_2715152,9,65239643,MTFMT,1074,13312,13312,ILMN_219914,ILMN_219914,NM_027134.1,NM_027134.1,1346702064,69606
ILMN_2715153,9,65289449,MTFMT,1075,13317,13317,ILMN_219914,ILMN_219914,NM_027134.2,NM_027134.2,1346751870,69606
ILMN_2715180,3,95021546,GABPB2,10908,4282,4282,ILMN_219552,ILMN_219552,scl00213054.1_9,NM_172512.1,474146536,
ILMN_2715195,3,108596140,STXBP3A,22625,4571,4571,ILMN_219916,ILMN_219916,NM_011504.1,NM_011504.1,487721130,20912
ILMN_2715198,2,32163306,GOLGA2,11493,1826,1826,ILMN_219918,ILMN_219918,NM_133852.2,NM_133852.2,229428738,99412
ILMN_2715201,2,32163307,GOLGA2,11492,1827,1827,ILMN_219918,ILMN_219918,scl21063.24_624,NM_133852.1,229428739,
ILMN_2715215,16,20507149,EIF2B5,9794,20878,20878,ILMN_210093,ILMN_210093,NM_172265.1,NM_172265.1,2149501475,224045
ILMN_2715226,3,95100304,ANXA9,4385,4295,4295,ILMN_219920,ILMN_219920,NM_023628.2,NM_023628.2,474225294,71790
ILMN_2715234,11,76063765,RNMTL1,1937,16004,16004,ILMN_219921,ILMN_219921,NM_183263.3,NM_183263.3,1611805613,67390
ILMN_2715270,5,33505107,SLC5A1,21786,6711,6711,ILMN_190595,ILMN_260913,NM_019810.3,NM_019810.3,727893000,20537
ILMN_2715289,9,123045099,EXOSC7,10189,13836,13836,ILMN_219925,ILMN_243792,NM_001081188.1,NM_001081188.1,1404507520,66446
ILMN_2715304,6,122847138,NECAP1,15961,8911,8911,ILMN_218010,ILMN_218010,NM_026267.1,NM_026267.1,969869290,67602
ILMN_2715311,14,32122062,DNAHC1,9412,18938,18938,ILMN_219927,ILMN_225998,XM_918655.2,XM_918655.2,1932216550,110084
ILMN_2715319,10,53626296,MAN1A,14626,14132,14132,ILMN_219928,ILMN_219928,NM_008548.4,NM_008548.4,1459204889,17155
ILMN_2715328,9,96444850,RASA2,19966,13509,13509,ILMN_185584,ILMN_237560,NM_053268.2,NM_053268.2,1377907271,114713
ILMN_2715382,9,18680640,OLFR830,17650,12721,12721,ILMN_219932,ILMN_219932,NM_146566.1,NM_146566.1,1300143061,258559
ILMN_2715400,15,81633265,TEF,23137,20216,20216,ILMN_219934,ILMN_219934,NM_153484.2,NM_153484.2,2107027617,21685
ILMN_2715429,7,16745086,SLC8A2,21842,9477,9477,ILMN_219936,ILMN_219936,NM_148946.2,NM_148946.2,1013334275,110891
ILMN_2715436,4,117546022,B4GALT2,5231,5710,5710,ILMN_219937,ILMN_219937,NM_017377.4,NM_017377.4,656275795,53418
ILMN_2715466,7,25319399,IRGQ,3855,9648,9648,ILMN_219941,ILMN_219941,NM_153134.2,NM_153134.2,1021908588,210146
